nom;Eau;Proteines;Glucides ;Lipides ;Sucres ;FibresAlimentaires;AG_satures ;Sel
Tielle sétoise, préemballée;39,4;8,15;30,9;16;5,05;2,95;2,8;1,55
Pizza au thon, préemballée;-;10,8;23,3;8,78;3,47;2,2;2,97;0,99
Pizza kebab, préemballée;-;9,4;26,6;7,01;3,04;1,85;3,5;1,4
Pizza au poulet, préemballée;48,3;9,95;27,5;6,68;2,96;2,32;3,23;1,16
Pizza type raclette ou tartiflette, préemballée;-;11,8;27,5;12,7;2,77;2,4;5,93;1,55
Pizza au speck ou jambon cru, préemballée;47;12,2;25,7;9,43;3,47;1,6;4,67;1,74
Focaccia, garnie;-;8;29,5;8,75;4,25;2,25;1,75;1,45
Fougasse, garnie;34,4;9,53;38,8;11,8;1,47;3,2;2,74;1,78
Croque-monsieur, fait maison;45,1;14,3;-;18,4;-;-;-;1,71
Hot-dog, préemballé;44,5;10,9;26,3;13,8;5,2;1,6;5,18;1,69
Hamburger, provenant de fast food;46,1;13,3;28,3;8,44;5,95;1,8;2,82;1,23
Cheeseburger, provenant de fast food;46,3;14;23,1;12,9;5,47;1,8;5,07;1,33
Double cheeseburger, provenant de fast food;43,8;15,5;21,5;16,7;-;< 1;6,32;1,15
Burger au poisson, provenant de fast food;46,1;12,2;26,7;11,5;3,9;1,5;4,92;1,1
Sandwich grec ou Kebab, pita, crudités;51,8;15,2;17,4;10,9;1,1;2,3;3,57;1,23
Sandwich grec ou Kebab, baguette, crudités;48,1;15;23,6;9,8;2,6;2;4,26;1,13
Sandwich baguette, thon, crudités (tomate, salade), mayonnaise;43;10,3;32;11,3;1,4;1,78;2,54;1,28
Sandwich panini, jambon cru, mozzarella, tomates;46,6;14,2;27,2;8,35;-;1,4;-;1,24
Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre;49,1;10,1;30,9;5,98;2,55;1,88;3,01;1,45
Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise;43,3;10;36,3;6,35;3;2,23;0,92;1,39
Sandwich baguette, jambon emmental, préemballé;41,3;13,3;26,9;13,1;2,55;3;5,3;1,58
Sandwich baguette, saumon fumé, beurre;37,4;11,5;40,8;5,6;2,65;2,4;2,49;1,89
Sandwich baguette, thon, maïs, crudités, préemballé;54,6;8,87;25;6,03;2,83;3,93;1,02;1,02
Burger au poulet;49;12,7;23,8;11;2,9;1,2;1,88;1,16
Pan bagnat;51,1;7,95;30,3;6,48;3,2;1,98;0,98;1,03
Sandwich baguette, jambon, beurre;39,3;9,93;33,7;11,5;2,34;3,17;5,92;1,69
Sandwich baguette, camembert, beurre;32,9;11,9;34,3;16,7;2,18;1,92;10,4;1,72
Sandwich baguette, pâté, cornichons;39,8;10,1;32,1;13,9;2,44;1,99;6,12;1,8
Sandwich baguette, saucisson, beurre;26,6;13,7;32;21,6;2,36;3,05;9,43;2,07
Sandwich baguette, jambon, emmental, beurre;37,5;12,2;32,7;10,9;2,87;4,17;5,3;1,54
Sandwich (aliment moyen);46,6;14,2;27,2;8,35;;1,4;;1,24
Toasts ou Canapés salés, garnitures diverses, préemballés;55,1;9,09;17,8;13,3;5,75;2,8;5,94;1,11
Sandwich baguette, crudités diverses, mayonnaise;52;6,54;30;7,9;2,67;2,18;1,69;1,07
Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise;44,9;12,4;30,6;8,82;2,24;1,86;1,94;1,1
Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise;47,7;8,52;30,9;9,47;2,38;1,89;2,18;1,13
Sandwich baguette, porc, crudités (tomate, salade), mayonnaise;44;12;30,1;10,6;2,3;1,86;2,61;1,1
Sandwich baguette, merguez, ketchup moutarde;40,2;13,1;31;11,4;2,92;1,81;5,2;2,12
Sandwich baguette, salami, beurre;28;12,5;33,2;21,4;2,01;1,82;9,65;2,76
Croque-madame;50,7;13,7;16,9;15,5;1,37;1,13;7,42;1,29
Sandwich baguette (aliment moyen);41,4;11,2;31,4;11,6;2,46;2,38;4,45;1,54
Sandwich pain de mie, garnitures diverses, préemballé;45;11,7;25,1;12,4;3,42;3,83;4,96;1,17
Croque-monsieur, préemballé;44,2;11,3;26,8;12,9;2,14;2,45;6,5;1,57
Sandwich pain de mie complet, jambon, crudités, fromage optionnel, préemballé;-;10;23,1;11,6;2,43;3,06;2,86;1,42
Sandwich pain de mie complet, thon, crudités, mayonnaise, préemballé;-;9,82;23,1;11,3;2,49;3,46;1,3;1,08
Sandwich pain de mie complet, jambon, fromage, préemballé;-;12,9;26,1;14,6;7,75;2;6,45;1,33
Sandwich pain de mie complet, poulet, crudités, mayonnaise, préemballé;-;9,18;23,7;10,4;2,61;3,63;2,48;1,3
Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé;42,2;11,6;25,6;18,4;2,68;2,3;4,68;1,64
Samossa ou Samoussa, préemballé, cuit;55,2;9,33;16,5;13,7;2,45;1,8;2,78;1,26
Feuilleté au poisson et / ou fruits de mer;48,3;6,55;26,5;13;4,3;2,9;9,7;1,02
Spécialité chinoise type bouchée à la vapeur, préemballée, cuite;64,6;5,9;28;1,4;3,9;0,21;0,31;1,26
Feuilleté aux escargots, préemballé;-;6,69;23,1;22,1;1,09;1,74;13,2;1,17
Feuilleté ou Friand au fromage;46;8,25;28,1;17,1;3,86;1,3;10,2;1,58
Feuilleté ou Friand à la viande, préemballé;37,1;9,59;25,9;22,6;1,17;1,63;10,6;1,55
Bouchée à la reine, à la viande/volaille/quenelle;46,8;6,12;23,5;18,9;2,6;1,65;9,66;1,27
Croissant au jambon;54;7,9;19,2;14,6;2,6;1,53;8,5;1,1
Rouleau de printemps;73,9;4,57;16,6;1,82;3,6;1,2;0,66;0,29
Nem ou Pâté impérial;54,8;6,48;21,1;11,2;3,02;2,54;2,9;1,52
Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit;65,1;12,2;8,48;11,5;0,72;0,59;2,77;1,41
Bouchée à la reine, au poisson et fruits de mer;63,1;6,72;13,4;13,8;2,43;1,05;7,41;1,13
Feuilleté ou Friand jambon fromage;48,6;8,46;25,7;16,7;3,65;1,9;10,8;1,29
Beignet de viande, volaille ou poisson, fait maison, cru;55,9;18,7;10;13,5;0,92;0,41;2,88;0,71
Brick à l'oeuf, fait maison, cuit;56,2;10,4;12,3;18,1;1,6;0,5;-;1,35
Brick au boeuf;27;10,4;33,5;17;3,2;6,8;-;3,76
Brick à la pomme de terre, fait maison, cuit;60,2;3,25;19,6;13,4;1,5;1,7;-;1
Feuilleté salé (aliment moyen);45;8,39;26,1;17,8;3,03;1,65;10,1;1,43
Bouchée à la reine, garnie (aliment moyen);55;6,42;18,4;16,3;2,52;1,35;8,53;1,2
Nem ou Pâté impérial, au poulet, préemballé, cuit;57,1;8,06;20,9;8,1;1,9;3,3;1,25;1,19
Nem ou Pâté impérial, au porc, préemballé, cuit;53,6;6,88;22,6;12,7;1,9;2,4;3,07;1,14
Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit;55;7,44;23,7;9,2;2,4;2,7;1,13;1,2
Croissant au jambon fromage, préemballé;-;8,92;22;14,5;2,77;2;8,77;1,28
Avocat, pulpe, cru;70,3;1,56;0,83;20,6;0,4;3,6;4,51;0,015
Bette ou blette, crue;95,4;1;1,63;< 0,5;1,2;1,8;< 0,01;0,57
Carotte, crue;88,1;0,63;7,59;< 0,5;6;2,7;< 0,01;0,11
Champignon, tout type, cru;92,6;2,37;1,88;0,23;1,43;1,72;0,055;0,012
Salade ou chicorée frisée, crue;92,9;1,48;2,4;0,25;0,7;2,45;0,061;0,084
Chou rouge, cru;90,7;1,13;4,33;< 0,5;3,9;2,8;< 0,01;0,035
Chou-fleur, cru;92,9;1,81;2,13;0,7;1,7;2,2;0,24;0,015
Concombre, pulpe et peau, cru;96;0,64;2,54;0,11;1,67;0,6;0,035;0,012
Courgette, pulpe et peau, crue;94,7;1,23;1,8;0,26;1,79;1,05;0,061;0,023
Cresson de fontaine, cru;94,6;2,09;0,9;0,15;0,2;0,85;0,027;0,13
Céleri branche, cru;93,4;0,63;2,41;< 0,5;1,3;2,2;< 0,01;0,2
Endive, crue;94,3;1,19;2,83;< 0,5;2,4;1,1;< 0,01;< 0,013
Fenouil, cru;92,9;1;2,63;< 0,5;2,2;2,6;< 0,01;0,055
Laitue, crue;95,3;1,3;1,33;0,2;0,73;1,2;0,021;0,021
Oignon, cru;89,6;1,1;6,25;0,62;4,8;1,7;0,2;0,098
Pissenlit, cru;85,3;2,91;6,1;0,85;0,71;2,7;0,17;0,22
Poireau, cru;87,6;1,49;4,9;0,25;3,15;2,27;0,05;0,036
Poivron, vert, jaune ou rouge, cru;92,1;0,8;4,55;0,27;2,7;1,5;0,071;0,021
Potiron, cru;91,6;1;3,5;0,1;1,36;0,5;0,052;0,0025
Radis rouge, cru;95,5;0,94;1,53;< 0,5;1,1;1,4;< 0,01;0,04
Tomate, crue;94,1;0,86;2,49;0,26;2,48;1,2;0,056;0,0081
Artichaut, cru;84,9;3,2;4,92;0,18;0,99;5,4;0,036;0,15
Aubergine, crue;92,9;1,12;2,39;0,14;2,39;2,7;0,034;0,0063
Cardon, cru;94;0,7;1,7;0,1;1,5;1,6;0,011;0,43
Céleri-rave, cru;88,8;1,38;3,98;< 0,5;1,6;4,5;< 0,01;0,085
Champignon de Paris ou champignon de couche, cru;93,9;2,62;3,15;0,36;2,5;1;0,067;0,098
Brocoli, cru;88,9;3,95;1,7;0,48;1,7;2,9;0,061;0,048
Chou de Bruxelles, cru;85;3,98;5,67;0,4;2,2;3,95;0,07;0,041
Épinard, cru;91,6;2,62;2,25;0,5;0,32;2,37;0,064;0,17
Haricot vert, cru;90,4;1,85;4,14;0,21;3,26;2,85;0,06;0,0096
Navet, pelé, cru;91,9;0,76;4,7;0,1;3,8;1,9;0,011;0,11
Chou-rave, cru;91;1,79;2,35;0,1;2,35;3,6;0,013;0,05
Chou vert, cru;91,8;2,53;1,92;0,41;1,92;3,08;0,054;0,065
Haricot vert, surgelé, cru;89,4;1,97;4,35;0,17;1,96;3,68;0,049;0,013
Petits pois, crus;79,2;5,84;7;0,55;5,67;5,5;0,1;0,0088
Asperge, pelée, crue;93,3;2,04;2,4;0,21;1,88;1,95;0,051;0,011
Chou-fleur, surgelé, cru;92,5;2,09;2,64;0,37;1,91;1,82;0,1;0,047
Épinard, surgelé, cru;91,6;2,87;0,89;0,49;0,6;2,7;0,075;0,098
Petits pois, surgelés, crus;80,2;5,86;8,77;0,44;3,87;6,45;0,11;0,09
Poivron vert, cru;93;0,81;3,43;< 0,5;3;3,2;< 0,01;< 0,013
Poivron rouge, cru;90,2;1,06;5,98;< 0,5;4,8;3,2;< 0,01;< 0,013
Radis noir, cru;91,4;0,94;5,52;< 0,3;4,3;1,2;< 0,01;0,058
Scarole, crue;93,8;1,25;0,3;0,2;0,23;3,1;0,048;0,055
Betterave rouge, crue;86,7;1,74;9,1;0,24;6,76;2,55;0,038;0,15
Échalote, crue;82,3;1,81;12,2;< 0,5;3,3;2,6;< 0,01;0,013
Mâche, crue;93,7;2;0,5;< 0,5;traces;2,3;< 0,01;< 0,013
Légumes, mélange surgelé, crus;85,2;2,26;5,71;2,65;2,18;4,7;0,62;0,6
Champignon, chanterelle ou girolle, crue;88,7;2,28;2,3;0,78;1,87;4,23;0,5;0,016
Champignon, morille, crue;89,6;3,16;0,1;0,54;0,044;3,35;0,16;0,064
Champignon, truffe noire, crue;75,9;5,77;-;0,51;0,7;8,5;0,11;0,17
Maïs doux, en épis, surgelé, cru;73,3;3,36;17;1,19;3,78;2,65;0,19;0,01
Oseille, crue;93;1,84;1,6;0,65;1,54;1,8;0,1;0,009
Champignon, pleurote, crue;89,2;3,06;1,5;0,36;0,71;2,4;0,062;0,034
Chou blanc, cru;90;1,38;4,63;0,6;4,2;3,5;0,27;0,033
Tomate verte, crue;93;1,2;4;0,2;4;1,1;0,028;0,033
Batavia, crue;95,6;1,25;1,78;< 0,5;1,1;2,1;< 0,01;0,015
Haricot de Lima, cru;70,2;6,84;15,3;0,86;1,48;4,9;0,2;0,02
Courge musquée, pulpe, crue;93,3;0,55;4,6;0,1;-;1;-;-
Potimarron, pulpe, cru;94,6;0,63;3,1;0,1;-;1,1;0,027;0,074
Courge hokkaïdo, pulpe, crue;86,1;1,4;9,98;0,6;-;2,6;-;-
Courge melonnette, pulpe, crue;91,2;0,75;5,98;0,13;-;1,35;-;-
Courge doubeurre (butternut), pulpe, crue;86,4;1;5,4;0,1;2,2;2;0,021;0,01
Courge, crue;92,3;1,1;1,6;0,17;1,6;1,3;0,037;0,011
Courge spaghetti, pulpe, crue;91,6;0,64;5,41;0,57;2,76;1,5;0,12;0,043
Piment, cru;87,9;1,87;7,7;0,32;5,3;1,65;0,031;0,02
Champignon, oronge vraie, crue;92,9;2;2,45;0,3;1;1,7;0,07;0,013
Champignon, cèpe, cru;90,3;3,13;3,03;0,43;1,7;1,93;0,071;0,024
Champignon, rosé des prés, cru;92,1;2,3;2,45;0,4;1;1,7;0,1;0,013
Chicorée rouge, crue;94;1,4;1,6;0,1;1,6;3;0,02;0,018
Chicorée verte, crue;91,2;1,9;0,5;0,5;0,5;1;0,12;0,041
Citrouille, pulpe, crue;91,6;1;6;0,1;2,76;0,5;0,052;0,0025
Chou chinois ou pak-choi ou pé-tsai, cru;95,2;1,38;1,65;0,2;1,18;1,05;0,031;0,13
Poivron jaune, cru;91,9;0,94;4,73;0,3;4,3;1,2;0,11;< 0,013
Laitue romaine, crue;94,6;1,24;1,2;0,3;1,19;2,1;0,04;0,02
Tomate cerise, crue;90,1;1,31;5,62;< 0,5;4,8;1,2;< 0,01;< 0,013
Pois mange-tout ou pois gourmand, cru;88,3;3,08;6,2;0,27;4;2,63;0,039;0,01
Panais, cru;80,6;1,54;10,1;0,4;4,8;4,7;0,063;0,02
"Haricot mungo germé ou pousse de ""soja"", cru";91,7;2,81;3,4;< 0,5;3,4;1,7;< 0,0002;0,043
Tomate côtelée ou coeur de boeuf, crue;94,4;0,5;3,23;< 0,5;2,8;0,9;< 0,01;< 0,013
Haricot beurre, cru;90,1;1,85;5,6;0,16;-;2,45;0,026;0,015
Salsifis noir, ou scorsonère d'Espagne, cru;77;3,13;15,3;0,3;-;3,3;< 0,1;0,011
Bambou, pousse, crue;89,8;2,52;5,08;0,2;3;1,45;0,053;0,01
Cresson alénois, cru;91,1;2,55;2,2;0,6;2,2;1,35;0,047;0,096
Laitue iceberg, crue;95,6;1,01;2,45;0,18;1,48;1,15;0,023;0,024
Rutabaga, cru;89,5;1,17;5,7;0,13;4,46;2,6;0,023;0,028
Haricot beurre, surgelé, cru;89,9;2;4,9;0,17;2,5;2,33;0,047;0,0092
Brocoli, surgelé, cru;91,5;2,79;1,56;0,44;1,24;2,77;0,097;0,05
Chou de Bruxelles, surgelé, cru;86,3;3,43;4,5;0,33;2,35;4,28;0,062;0,029
Carotte, surgelée, crue;90,9;0,63;4,99;0,27;4,73;2,76;0,067;0,15
Concombre, pulpe, cru;96,3;0,56;2,23;< 0,5;1,8;0,8;< 0,01;< 0,013
Petits pois et carottes, surgelés, crus;82,3;3,89;7,1;0,37;3,43;4,3;0,097;0,082
Roquette, crue;91,7;2,58;2,1;0,66;2,05;1,6;0,086;0,068
Chou frisé, cru;82,8;4,33;4,2;1,07;2,26;4,9;0,12;0,091
Champignon de Paris ou champignon de couche, surgelé, cru;93,2;1,8;0,83;0,25;0,25;1,97;0,1;0,02
Courgette, pulpe et peau, surgelée, crue;94,6;1,19;2,18;0,14;1,56;1,48;0,027;0,019
Crosne, surgelé, cru;-;1,4;8,7;0;0,5;0;0;0,0025
Artichaut, fond, surgelé, cru;84,7;2,08;8,09;0,43;1,89;7,54;0,1;0,18
Maïs doux, surgelé, cru;71,8;3,28;19,8;0,78;3,78;2,8;0,12;0,013
Navet, surgelé, cru;95,7;0,82;2;0,18;1,9;1,85;0,017;0,066
Oignon, surgelé, cru;91,1;1;5,39;0,12;4,59;2,65;0,017;0,02
Poireau, surgelé, cru;93,2;1,42;3,35;0,29;2,95;2,55;0,25;0,016
Salsifis, surgelé, cru;85,8;2,65;4,15;0,15;2,5;5,8;0;0,043
Oignon rouge, cru;90,3;1,31;5,63;0,4;5,2;2,5;0,14;< 0,013
Oignon jaune, cru;89;1,19;6,39;< 0,5;0,2;2,6;< 0,01;< 0,013
Légumes pour potages, surgelés, crus;89,2;1,44;4,69;0,44;2,5;2,86;0,11;0,052
Julienne ou brunoise de légumes, surgelée, crue;-;1,19;4,08;0,25;3,13;2,28;0,1;0,1
Légumes pour ratatouille, surgelés;94,2;1,01;3,23;0,089;2,88;1,67;0;0,11
Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons);85,7;2,4;8,48;0,078;2,62;3,62;0;0,04
Haricot plat, cru;92,2;1,93;4,47;0,12;1,3;2,97;0;0,049
Épinard, jeunes pousses pour salades, cru;93,7;2,06;< 0,85;0,4;traces;2,4;0,09;0,063
Mesclun ou salade, mélange de jeunes pousses;-;2;2,5;0;0;2;0;0,048
Tomate ronde, crue;94,1;0,5;3,59;< 0,5;2,8;1;< 0,01;< 0,013
Asperge, verte, crue;92,5;2,46;2,03;0,27;1,5;2,15;0,069;0,014
Chou romanesco ou brocoli à pomme, cru;89,8;2,93;2,2;0,4;2,2;2,35;0,047;0,039
Asperge, blanche ou violette, pelée, crue;92,4;2,5;2,5;0,3;-;1,8;0,07;0,019
Salicorne (Salicornia sp.), fraîche;92,2;0,67;1,1;0,24;-;2,46;-;2,56
Salade sucrine, crue;94,8;1,13;2,58;< 0,3;1,78;0,8;< 0,01;< 0,013
Salade feuille de chêne, crue;95,8;1,13;1,03;< 0,5;0,6;1,8;< 0,01;0,023
Légumes pour couscous, surgelés, crus;-;2,05;6,75;0,7;3,05;2,53;0,1;0,12
Tomate grappe, crue;94,6;0,5;3,03;< 0,5;2,6;1,5;< 0,01;< 0,013
Salade verte, crue, sans assaisonnement;96,1;1,01;1,5;0,1;0,83;1,3;0,028;0,046
Banane plantain, crue;65,3;1,28;29,6;0,39;-;2,3;0,14;0,01
Chayote ou christophine ou chouchou, bouillie/cuite à l'eau;93,4;0,62;2,29;0,48;-;2,8;0,086;0,0025
Artichaut, cuit;85,8;2,53;0,99;0,28;0,99;8,3;0,069;0,15
Asperge, bouillie/cuite à l'eau;93,4;2,68;0,81;0,32;0,81;1,8;0,072;0,021
Aubergine, cuite;88,6;1,33;4,17;0,28;3,41;4,3;0,052;0,015
Betterave rouge, cuite;88,3;1,44;7,13;0,4;6,7;2,5;0,15;0,23
Bette ou blette, cuite;95,3;0,7;1,23;< 0,5;0,8;2,5;< 0,01;0,25
Brocoli, cuit;92,5;2,1;1,1;0,78;1,1;1,5;0,2;0,098
Carotte, appertisée, égouttée;93;0,67;3,4;0,2;2,49;1,75;0,057;0,58
Carotte, cuite;93;0,55;2,6;0,1;1,3;2,8;0,019;0,051
Champignon, tout type, appertisé, égoutté;91,1;1,87;2,56;0,29;2,19;2,4;0,038;1,06
Chou de Bruxelles, cuit;87,6;2,6;4,2;0,11;1,7;3,2;0,023;0,024
Chou vert, cuit;93,9;1,03;3,04;0,45;2,79;2,4;0,14;0,098
Chou-fleur, cuit;93,7;1,6;1,6;0,46;1,59;2;0,097;0,017
Coeur de palmier, appertisé, égoutté;90,2;2,45;4,03;0,5;1,5;2,32;0,13;0,81
Courgette, pulpe et peau, cuite;93,8;0,93;1,4;0,36;1,39;1,5;0,1;0,098
Céleri branche, cuit;94,1;0,83;1,2;0,16;1,2;1,6;0,04;0,23
Céleri-rave, cuit;90,1;1,3;4,6;0,86;2,8;2,6;-;0,15
Épinard, cuit;92,8;3,2;0,5;0,14;0,47;2,7;0,043;0,069
"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté";95,8;1,71;2,36;0,12;1,78;1,63;0,058;0,35
Haricot vert, cuit;89,3;2;3;0,17;1;4;0,042;0,4
Navet, cuit;93,4;0,9;3,8;0,2;2,9;2,2;0,008;0,073
Oignon, cuit;90,4;1,3;6,2;0,2;4;1,4;0,024;0,021
Petits pois, appertisés, égouttés;79,5;5,12;10,7;0,8;3,59;5,75;0,15;0,64
Petits pois, cuits;82,9;5,8;4,7;0,87;1,8;5,8;0,21;0,018
Poireau, cuit;92;1,1;3;0,2;2,11;3,2;0,027;0,015
Potiron, appertisé, égoutté;90;1,1;5,19;0,28;3,3;2,9;0,15;0,6
Salsifis, cuit;-;2,73;12,3;0,17;2,9;3,1;0,041;0,04
Tomate, pelée, appertisée, égouttée;94,4;1,07;1,89;0,28;1,88;1,27;0,045;0,28
Maïs doux, en épis, cuit;73,4;3,41;18,6;1,5;4,54;2,4;0,2;0,0025
Macédoine de légumes, appertisée, égouttée;87;2,32;5,59;0,28;1,73;3,16;0,076;0,61
Épinard, appertisé, égoutté;91,8;2,81;0,93;0,5;0,4;2,4;0,081;0,81
Haricot vert, appertisé, égoutté;92,6;1,33;2,07;0,31;0,77;3,36;0,09;0,68
Haricot beurre, appertisé, égoutté;92,8;1,22;3,48;0,23;0,86;1,68;0,022;0,66
Maïs doux, appertisé, égoutté;75,4;2,82;18,4;1,68;5,16;3,1;0,26;0,59
Artichaut, appertisé, égoutté;89,9;1,5;6,5;0,2;1,5;3;0;0,8
Tomate, concentré, appertisé;72;4,4;17,1;0,53;13,3;4,2;0,093;0,27
Haricot vert, surgelé, cuit;91,4;1,95;5,1;0,19;1,23;3,3;0,042;0,0038
Artichaut, cuit à la vapeur sous pression;81,4;2,63;3,24;< 0,3;1,9;10,9;< 0,01;0,068
Asperge, appertisée, égouttée;94,2;1,58;1,43;0,27;1,23;1,5;0,085;0,73
Chou de Bruxelles, appertisé, égoutté;88,9;2,5;4,1;0,53;2,5;3,3;0,078;0,57
Céleri branche, appertisé, égoutté;95;0,63;1,38;0,15;0,8;2;0,1;0,54
Champignon de Paris ou champignon de couche, appertisé, égoutté;92,9;2,23;0,7;0,37;0;2,5;0,065;0,63
Salsifis, appertisé, égoutté;91,5;1,25;4,25;0,15;1;2,5;0,07;0,61
Poivron vert, cuit;91,9;0,92;2,36;0,2;2,36;1,2;0,029;0,005
Poivron rouge, cuit;90,2;1,4;7;0,3;6;2,2;0,1;0,006
Petits pois et carottes, appertisés, égouttés;87,4;2,51;7,39;0,33;3,58;3,27;0,051;0,61
Chou-rave, bouilli/cuit à l'eau;90,3;1,8;4,4;0,11;2,8;1,1;0,014;0,053
Chou rouge, bouilli/cuit à l'eau;90,8;1,51;3,32;0,09;3,32;2,6;0,011;0,07
Potiron, cuit;92;0,81;4,5;0,07;3,1;2;0,037;< 0,01
Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau;91,1;2,17;3;0,47;2,34;2,2;0,061;0,005
Fenouil, bouilli/cuit à l'eau;94,4;1,13;0,8;< 0,1;0,5;2;< 0,039;0,15
Épinard, surgelé, cuit;88,9;4,01;0,51;0,87;0,51;3,7;0,16;0,24
Chou-fleur, surgelé, cuit;94;1,61;1,05;0,22;1,03;2,7;0,034;0,045
Petits pois, surgelés, cuits;79,5;5,15;7,95;0,27;4,65;5,5;0,049;0,18
Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse;88,4;4,44;4,53;0,6;traces;0,9;0,18;0,028
Panais, cuit;80,2;1,32;13,4;0,3;4,8;3,6;0,05;0,025
Fondue de poireau;-;1,1;0;5,2;-;3,6;3,6;0,5
Courge doubeurre (butternut), pulpe, cuite;87,8;1,23;-;0,07;-;-;0,014;0,005
Courge spaghetti, pulpe, cuite;92,3;0,66;5,06;0,26;2,53;1,4;0,062;0,045
Artichaut, coeur, appertisé, égoutté;90,5;1,8;2,31;< 0,5;1,2;3,2;< 0,01;0,78
Artichaut, fond, appertisé, égoutté;91,3;1,2;3,02;< 0,5;0,8;2,6;< 0,01;0,73
Tétragone cornue, cuite;94,8;1,3;1;0,17;0,25;1,4;0,027;0,27
Rutabaga, cuit;91,5;0,93;4,26;0,18;3,95;1,8;0,029;0,013
Tomate, pulpe, appertisée;93;1,2;3,63;< 0,5;3,2;1,8;< 0,01;0,068
Tomate, purée, appertisée;85,6;1,4;7,54;0,4;3,64;2,38;0,085;0,51
Bambou, pousses, appertisées, égouttées;95;1,61;1,9;0,15;1,15;1,25;0,041;0,19
Brocoli, surgelé, cuit;90,7;3,1;2,36;0,11;1,47;3;0,018;0,06
Chou de Bruxelles, surgelé, cuit;86,7;3,64;4,22;0,39;2,08;4,1;0,081;0,038
Carotte, surgelée, cuite;90,3;0,58;4,52;0,68;4,08;3,3;0,12;0,15
Champignon, lentin comestible ou shiitaké, cuit;83,5;1,56;12,3;0,22;3,84;2,1;0,05;0,01
Petits pois et carottes, surgelés, cuits;85,8;3,09;7,02;0,42;4,36;3,1;0,077;0,17
Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau;90,9;2,25;3,39;0,3;2,3;2,8;0,08;0,013
Chou frisé, cuit;91,2;1,9;3,63;0,4;1,25;2;0,052;0,058
Chou chinois (pak-choi ou pé-tsai), cuit;95,4;1,53;0,75;0,17;0,75;1,35;0,029;0,054
Cardon, cuit;93,5;0,76;3,63;0,11;-;1,7;0,012;0,44
Tomate, pulpe et peau, bouillie/cuite à l'eau;94,3;0,95;2,8;0,11;2,49;0,7;0,015;0,028
Pois mange-tout ou pois gourmands, cuits;86,6;3,5;5,92;0,38;4,82;3,1;0,073;0,013
Échalote, cuite;80;2,13;13,5;< 0,5;6,3;3,4;< 0,0002;0,031
Haricots verts, purée;-;1,7;4,2;2,9;1,5;3,3;1,9;0,36
Légumes (3-4 sortes en mélange), purée;86;1,94;4,25;3,4;2,4;3,3;2,17;0,63
Brocoli, purée;91,7;2,5;2,75;0,38;1,65;2,39;-;0,021
Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%);88,2;2,05;8,53;0,2;5,5;2,6;0,08;0,88
Carotte, purée;90,1;0,88;5,06;< 0,3;4,8;3,1;< 0,01;0,13
Courgette, purée;-;2,8;6,5;1,9;2,3;1,5;1,3;0,6
Tomate, double concentré, appertisé;74,3;3,73;17;0,29;16,5;3,62;0;0,93
Macédoine de légumes, surgelée, pré-cuite (à recuire);86,4;3,48;6,8;0,28;3,35;5,45;0;0,045
Poivron rouge, appertisé, égoutté;90,3;0,91;4,42;0,77;3,64;1,7;0,089;1,14
Asperge blanche, bouillie/cuite à l'eau;94,9;1,44;1,63;0,3;1,2;1,3;0,1;0,013
Céleri-rave, purée;91,4;1,37;2,83;0,18;2,11;4,01;0;0,13
Petits pois, purée;-;4,8;8;2,8;3;4,8;1,7;0,74
Épinard, purée;-;3,7;5,2;2,2;1,2;2,2;1,2;0,72
Tomate, pulpe et peau, rôtie/cuite au four;92;0,88;4,13;0,6;3,7;2,2;0,14;< 0,013
Chou romanesco ou brocoli à pomme, cuit;91,5;3;2,03;0,8;1,6;4,3;0,27;< 0,013
Potimarron, pulpe, cuit à l'étouffée;87,3;1,31;7,05;0,5;4,5;3,3;0,14;< 0,013
Courge musquée, pulpe, cuite;90,9;1,06;5,24;< 0,5;4;1,8;< 0,01;< 0,013
Carotte, purée cuisinée à la crème, préemballée;89,6;1,44;4,57;1,6;4,39;3;0,99;0,53
Asperge verte, bouillie/cuite à l'eau;92,7;2,69;1,73;0,3;1,3;2,2;0,07;< 0,013
Aubergine, pulpe et peau, rôtie/cuite au four;91;1,31;3,83;< 0,3;3,4;1,9;< 0,01;< 0,013
Bette ou blette, côte et feuille, bouillie/cuite à l'eau;95,2;0,88;1,43;0,3;1;2,5;0,1;0,19
Brocoli, bouilli/cuit à l'eau, croquant;92,9;2,5;1,23;0,4;0,8;2,6;0,1;0,043
